,Mnemonic,bitpat,FORMAT,FORMAT_OLD,SRC1,SRC2,SRC3,SRC4,SRC5,DEST1,DEST2,DEST3,DEST4,DEST5,Special Behavior,"Context 
Synchronizing?",BOOK,PAGE,Versions,Priveledge,Mode Dep,Name,Unsure,"Doable but
Laborious",MicroWatt Support,PythonWatt Support,MicroPython
448,srw[.],011111 ..... ..... ..... 10000 11000.,X68,X,,,GPR,GPR,,GPR,CR0,,,,,,I,107,P1,,SR,Shift Right Word,,,Y,,Y
449,stb,100110 ..... ..... ..... ..... ......,D5,D,,,GPR,GPR,,,,,,,,,I,54,P1,,,Store Byte,,,Y,,Y
450,stbcix,011111 ..... ..... ..... 11110 10101/,X66,X,,GPR,GPR,GPR,,,,,,,,,III,967,v2.05,HV,,Store Byte Caching Inhibited Indexed,X,,Y,,
451,stbu,100111 ..... ..... ..... ..... ......,D5,D,,,GPR,GPR,,GPR,,,,,,,I,54,P1,,,Store Byte with Update,,,Y,,Y
452,stbux,011111 ..... ..... ..... 00111 10111/,X66,X,,GPR,GPR,GPR,,GPR,,,,,,,I,54,P1,,,Store Byte with Update Indexed,,,Y,,
453,stbx,011111 ..... ..... ..... 00110 10111/,X66,X,,GPR,GPR,GPR,,,,,,,,,I,54,P1,,,Store Byte Indexed,,,Y,,Y
454,std,111110 ..... ..... ..... ..... ....00,DS3,DS,,,GPR,GPR,,,,,,,,,I,57,PPC,,,Store Doubleword,,,Y,,Y
455,stdat,011111 ..... ..... ..... 10111 00110/,X63,X,,,,GPR,,,,,,,"function code field determines behavior, including source registers",,II,862,v3.0,,,Store Doubleword ATomic,X,,,,
456,stdbrx,011111 ..... ..... ..... 10100 10100/,X66,X,,GPR,GPR,GPR,,,,,,,,,I,61,v2.06,,,Store Doubleword Byte-Reverse Indexed,X,,Y,,
457,stdcix,011111 ..... ..... ..... 11111 10101/,X66,X,,GPR,GPR,GPR,,,,,,,,,III,967,v2.05,HV,,Store Doubleword Caching Inhibited Indexed,X,,Y,,
458,stdu,111110 ..... ..... ..... ..... ....01,DS3,DS,,,GPR,GPR,,GPR,,,,,,,I,57,PPC,,,Store Doubleword with Update,,,Y,,Y
459,stdux,011111 ..... ..... ..... 00101 10101/,X66,X,,GPR,GPR,GPR,,GPR,,,,,,,I,57,PPC,,,Store Doubleword with Update Indexed,,,Y,,
460,stdx,011111 ..... ..... ..... 00100 10101/,X66,X,,GPR,GPR,GPR,,,,,,,,,I,57,PPC,,,Store Doubleword Indexed,,,Y,,Y
461,stfd,110110 ..... ..... ..... ..... ......,D3,D,,,FPR,GPR,,,,,,,,,I,146,P1,,,Store Floating Double,,,,,
462,stfdp,111101 ..... ..... ..... ..... ....00,DS1,DS,,FPR,FPR,GPR,,,,,,,,,I,149,v2.05,,,Store Floating Double Pair,,,,,
463,stfdu,110111 ..... ..... ..... ..... ......,D3,D,,,FPR,GPR,,GPR,,,,,,,I,146,P1,,,Store Floating Double with Update,,,,,
464,stfdux,011111 ..... ..... ..... 10111 10111/,X33,X,,FPR,GPR,GPR,,GPR,,,,,,,I,146,P1,,,Store Floating Double with Update Indexed,,,,,
465,stfdx,011111 ..... ..... ..... 10110 10111/,X33,X,,FPR,GPR,GPR,,,,,,,,,I,146,P1,,,Store Floating Double Indexed,,,,,
466,stfiwx,011111 ..... ..... ..... 11110 10111/,X33,X,,FPR,GPR,GPR,,,,,,,,,I,147,PPC,,,Store Floating as Integer Word Indexed,,,,,
467,stfs,110100 ..... ..... ..... ..... ......,D3,D,,,FPR,GPR,,,,,,,,,I,145,P1,,,Store Floating Single,,,,,
468,stfsu,110101 ..... ..... ..... ..... ......,D3,D,,,FPR,GPR,,GPR,,,,,,,I,145,P1,,,Store Floating Single with Update,,,,,
469,stfsux,011111 ..... ..... ..... 10101 10111/,X33,X,,FPR,GPR,GPR,,GPR,,,,,,,I,145,P1,,,Store Floating Single with Update Indexed,,,,,
470,stfsx,011111 ..... ..... ..... 10100 10111/,X33,X,,FPR,GPR,GPR,,,,,,,,,I,145,P1,,,Store Floating Single Indexed,,,,,
471,sth,101100 ..... ..... ..... ..... ......,D5,D,,,GPR,GPR,,,,,,,,,I,55,P1,,,Store Halfword,,,Y,,Y
472,sthbrx,011111 ..... ..... ..... 11100 10110/,X66,X,,GPR,GPR,GPR,,,,,,,,,I,60,P1,,,Store Halfword Byte-Reverse Indexed,X,,Y,,
473,sthcix,011111 ..... ..... ..... 11101 10101/,X66,X,,GPR,GPR,GPR,,,,,,,,,III,967,v2.05,HV,,Store Halfword Caching Inhibited Indexed,X,,Y,,
474,sthu,101101 ..... ..... ..... ..... ......,D5,D,,,GPR,GPR,,GPR,,,,,,,I,55,P1,,,Store Halfword with Update,,,Y,,Y
475,sthux,011111 ..... ..... ..... 01101 10111/,X66,X,,GPR,GPR,GPR,,GPR,,,,,,,I,55,P1,,,Store Halfword with Update Indexed,,,Y,,
476,sthx,011111 ..... ..... ..... 01100 10111/,X66,X,,GPR,GPR,GPR,,,,,,,,,I,55,P1,,,Store Halfword Indexed,,,Y,,Y
477,stmw,101111 ..... ..... ..... ..... ......,D5,D,,,,GPR,,,,,,,GPRs [31-RS:31] are stored,,I,62,P1,,,Store Multiple Word,X,,,,
478,stop,010011 ///// ///// ///// 01011 10010/,XL1,XL,,,,SPR,MSR,,,,,,,,III,958,v3.0,P,,Stop,,,,,
479,stq,111110 ..... ..... ..... ..... ....10,DS4,DS,,GPR,GPR,GPR,,,,,,,,,I,59,v2.03,,,Store Quadword,,,,,
480,stswi,011111 ..... ..... ..... 10110 10101/,X64,X,,,,GPR,,,,,,,,,I,65,P1,,,Store String Word Immediate,,,,,
481,stvebx,011111 ..... ..... ..... 00100 00111/,X89,X,,VR,GPR,GPR,,,,,,,,,I,245,v2.03,,,Store Vector Element Byte Indexed,,,,,
482,stvehx,011111 ..... ..... ..... 00101 00111/,X89,X,,VR,GPR,GPR,,,,,,,,,I,245,v2.03,,,Store Vector Element Halfword Indexed,,,,,
483,stvewx,011111 ..... ..... ..... 00110 00111/,X89,X,,VR,GPR,GPR,,,,,,,,,I,246,v2.03,,,Store Vector Element Word Indexed,,,,,
484,stvx,011111 ..... ..... ..... 00111 00111/,X89,X,,VR,GPR,GPR,,,,,,,,,I,246,v2.03,,,Store Vector Indexed,,,,,
485,stvxl,011111 ..... ..... ..... 01111 00111/,X89,X,,VR,GPR,GPR,,,,,,,,,I,246,v2.03,,,Store Vector Indexed Last,,,,,
486,stw,100100 ..... ..... ..... ..... ......,D5,D,,,GPR,GPR,,,,,,,,,I,56,P1,,,Store Word,,,Y,,Y
487,stwat,011111 ..... ..... ..... 10110 00110/,X63,X,,,,GPR,,,,,,,"function code field determines behavior, including source registers",,II,862,v3.0,,,Store Word ATomic,X,,,,
488,stwbrx,011111 ..... ..... ..... 10100 10110/,X66,X,,GPR,GPR,GPR,,,,,,,,,I,60,P1,,,Store Word Byte-Reverse Indexed,X,,Y,,
489,stwcix,011111 ..... ..... ..... 11100 10101/,X66,X,,GPR,GPR,GPR,,,,,,,,,III,967,v2.05,HV,,Store Word Caching Inhibited Indexed,X,,Y,,
490,stwu,100101 ..... ..... ..... ..... ......,D5,D,,,GPR,GPR,,GPR,,,,,,,I,56,P1,,,Store Word with Update,,,Y,,Y
491,stwux,011111 ..... ..... ..... 00101 10111/,X66,X,,GPR,GPR,GPR,,GPR,,,,,,,I,56,P1,,,Store Word with Update Indexed,,,Y,,
492,stwx,011111 ..... ..... ..... 00100 10111/,X66,X,,GPR,GPR,GPR,,,,,,,,,I,56,P1,,,Store Word Indexed,,,Y,,Y
493,stxsd,111101 ..... ..... ..... ..... ....10,DS6,DS,,,VSR,GPR,MSR,,,,,,,,I,498,v3.0,,,Store VSX Scalar Doubleword,,,,,
494,stxssp,111101 ..... ..... ..... ..... ....11,DS6,DS,,,VSR,GPR,MSR,,,,,,,,I,501,v3.0,,,Store VSX Scalar Single-Precision,,,,,
495,stxv,111101 ..... ..... ..... ..... ...101,DQ2,DQ,,,VSR,GPR,MSR,,,,,,,,I,507,v3.0,,,Store VSX Vector,,,,,
496,subf[o][.],011111 ..... ..... ..... .0001 01000.,XO4,XO,,,GPR,GPR,,GPR,CR0,XER,,,,,I,69,PPC,,SR,Subtract From,,,Y,,Y
497,subfc[o][.],011111 ..... ..... ..... .0000 01000.,XO4,XO,,,GPR,GPR,,GPR,XER,CR0,,,,,I,70,P1,,SR,Subtract From Carrying,,,Y,,Y
498,subfe[o][.],011111 ..... ..... ..... .0100 01000.,XO4,XO,,,GPR,GPR,XER,GPR,XER,CR0,,,,,I,71,P1,,SR,Subtract From Extended,,,Y,,Y
499,subfic,001000 ..... ..... ..... ..... ......,D8,D,,,,GPR,,GPR,XER,,,,,,I,70,P1,,SR,Subtract From Immediate Carrying,,,Y,,Y
500,subfme[o][.],011111 ..... ..... ///// .0111 01000.,XO1,XO,,,,GPR,XER,GPR,XER,CR0,,,,,I,71,P1,,SR,Subtract From Minus One Extended,,,Y,,
501,subfze[o][.],011111 ..... ..... ///// .0110 01000.,XO1,XO,,,,GPR,XER,GPR,XER,CR0,,,,,I,72,P1,,SR,Subtract From Zero Extended,,,Y,,
502,sync,011111 ///.. ///// ///// 10010 10110/,X11,X,,,,,,,,,,,,,II,873,P1,,,Synchronize,X,,Y,,
503,tcheck,011111 ...// ///// ///// 10110 01110/,X18,X,,TDOOMED,,SPR,MSR,CR,,,,,,,II,895,v2.07,,,Transaction Check & record,X,,,,
504,td,011111 ..... ..... ..... 00010 00100/,X87,X,,,GPR,GPR,,,,,,,can invoke system trap handler,Y on trap,I,91,PPC,,,Trap Doubleword,X,,Y,,
505,tdi,000010 ..... ..... ..... ..... ......,D9,D,,,,GPR,,,,,,,can invoke system trap handler,Y on trap,I,91,PPC,,,Trap Doubleword Immediate,X,,Y,,
506,tend.,011111 .//// ///// ///// 10101 01110/,X16,X,,TDOOMED,,SPR,MSR,CR,SPR,MSR,,,,,II,891,v2.07,,,Transaction End & record,X,,,,
507,tlbiel,011111 ..... /.... ..... 01000 10010/,X57,X,,,GPR,GPR,LPIDR,TLB,,,,,,,III,1038,v2.03,P,64,TLB Invalidate Entry Local,X,,Y,,
508,tlbsync,011111 ///// ///// ///// 10001 10110/,X1,X,,,,,,,,,,,,,III,1042,PPC,HV/P,,TLB Synchronize,X,,,,
509,trechkpt.,011111 ///// ///// ///// 11111 011101,X2,X,,,,SPR,MSR,CR,MSR,TDOOMED,,,,,II,970,v2.07,,,Transaction Recheckpoint & record,X,,,,
510,tsr.,011111 ////. ///// ///// 10111 01110/,X7,X,,,,,MSR,CR,MSR,,,,,,II,895,v2.07,,,Transaction Suspend or Resume & record,X,,,,
511,tw,011111 ..... ..... ..... 00000 00100/,X87,X,,,GPR,GPR,,,,,,,can invoke system trap handler,Y on trap,I,90,P1,,,Trap Word,X,,Y,,
512,twi,000011 ..... ..... ..... ..... ......,D9,D,,,,GPR,,,,,,,can invoke system trap handler,Y on trap,I,90,P1,,,Trap Word Immediate,X,,Y,,
513,vabsdub,000100 ..... ..... ..... 10000 000011,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,297,v3.0,,,Vector Absolute Difference Unsigned Byte,,,,,
514,vabsduh,000100 ..... ..... ..... 10001 000011,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,297,v3.0,,,Vector Absolute Difference Unsigned Halfword,,,,,
515,vabsduw,000100 ..... ..... ..... 10010 000011,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,298,v3.0,,,Vector Absolute Difference Unsigned Word,,,,,
516,vaddcuq,000100 ..... ..... ..... 00101 000000,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,273,v2.07,,,Vector Add & write Carry Unsigned Quadword,,,,,
517,vaddcuw,000100 ..... ..... ..... 00110 000000,VX17,VX,,VR,VR,,,VR,,,,,,,I,269,v2.03,,,Vector Add & Write Carry-Out Unsigned Word,,,,,
518,vaddfp,000100 ..... ..... ..... 00000 001010,VX17,VX,,VR,VR,,,VR,,,,,,,I,321,v2.03,,,Vector Add Floating-Point,,,,,
519,vaddsbs,000100 ..... ..... ..... 01100 000000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,269,v2.03,,,Vector Add Signed Byte Saturate,,,,,
520,vaddshs,000100 ..... ..... ..... 01101 000000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,269,v2.03,,,Vector Add Signed Halfword Saturate,,,,,
521,vaddsws,000100 ..... ..... ..... 01110 000000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,270,v2.03,,,Vector Add Signed Word Saturate,,,,,
522,vaddubm,000100 ..... ..... ..... 00000 000000,VX17,VX,,VR,VR,,,VR,,,,,,,I,270,v2.03,,,Vector Add Unsigned Byte Modulo,,,,,
523,vaddubs,000100 ..... ..... ..... 01000 000000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,272,v2.03,,,Vector Add Unsigned Byte Saturate,,,,,
524,vaddudm,000100 ..... ..... ..... 00011 000000,VX17,VX,,VR,VR,,,VR,,,,,,,I,270,v2.07,,,Vector Add Unsigned Doubleword Modulo,,,,,
525,vadduhm,000100 ..... ..... ..... 00001 000000,VX17,VX,,VR,VR,,,VR,,,,,,,I,271,v2.03,,,Vector Add Unsigned Halfword Modulo,,,,,
526,vadduhs,000100 ..... ..... ..... 01001 000000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,272,v2.03,,,Vector Add Unsigned Halfword Saturate,,,,,
527,vadduqm,000100 ..... ..... ..... 00100 000000,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,273,v2.07,,,Vector Add Unsigned Quadword Modulo,,,,,
528,vadduwm,000100 ..... ..... ..... 00010 000000,VX17,VX,,VR,VR,,,VR,,,,,,,I,271,v2.03,,,Vector Add Unsigned Word Modulo,,,,,
529,vadduws,000100 ..... ..... ..... 01010 000000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,272,v2.03,,,Vector Add Unsigned Word Saturate,,,,,
530,vand,000100 ..... ..... ..... 10000 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,312,v2.03,,,Vector Logical AND,,,,,
531,vandc,000100 ..... ..... ..... 10001 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,312,v2.03,,,Vector Logical AND with Complement,,,,,
532,vavgsb,000100 ..... ..... ..... 10100 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,295,v2.03,,,Vector Average Signed Byte,,,,,
533,vavgsh,000100 ..... ..... ..... 10101 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,295,v2.03,,,Vector Average Signed Halfword,,,,,
534,vavgsw,000100 ..... ..... ..... 10110 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,295,v2.03,,,Vector Average Signed Word,,,,,
535,vavgub,000100 ..... ..... ..... 10000 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,296,v2.03,,,Vector Average Unsigned Byte,,,,,
536,vavguh,000100 ..... ..... ..... 10001 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,296,v2.03,,,Vector Average Unsigned Halfword,,,,,
537,vavguw,000100 ..... ..... ..... 10010 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,296,v2.03,,,Vector Average Unsigned Word,,,,,
538,vbpermd,000100 ..... ..... ..... 10111 001100,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,346,v3.0,,,Vector Bit Permute Doubleword,,,,,
539,vbpermq,000100 ..... ..... ..... 10101 001100,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,346,v2.07,,,Vector Bit Permute Quadword,,,,,
540,vcfsx,000100 ..... ..... ..... 01101 001010,VX13,VX,,,VR,,,VR,,,,,,,I,325,v2.03,,,Vector Convert with round to nearest Signed Word format to FP,,,,,
541,vcfux,000100 ..... ..... ..... 01100 001010,VX13,VX,,,VR,,,VR,,,,,,,I,325,v2.03,,,Vector Convert with round to nearest Unsigned Word format to FP,,,,,
542,vcipher,000100 ..... ..... ..... 10100 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,333,v2.07,,,Vector AES Cipher,,,,,
543,vcipherlast,000100 ..... ..... ..... 10100 001001,VX17,VX,,VR,VR,,,VR,,,,,,,I,333,v2.07,,,Vector AES Cipher Last,,,,,
544,vclzb,000100 ..... ///// ..... 11100 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,340,v2.07,,,Vector Count Leading Zeros Byte,,,,,
545,vclzd,000100 ..... ///// ..... 11111 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,340,v2.07,,,Vector Count Leading Zeros Doubleword,,,,,
546,vclzh,000100 ..... ///// ..... 11101 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,340,v2.07,,,Vector Count Leading Zeros Halfword,,,,,
547,vclzlsbb,000100 ..... 00000 ..... 11000 000010,VX2,VX,,,VR,,MSR,GPR,,,,,,,I,342,v3.0,,,Vector Count Leading Zero Least-Significant Bits Byte,,,,,
548,vclzw,000100 ..... ///// ..... 11110 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,340,v2.07,,,Vector Count Leading Zeros Word,,,,,
549,vcmpbfp[.],000100 ..... ..... ..... .1111 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,328,v2.03,,,Vector Compare Bounds Floating-Point,,,,,
550,vcmpeqfp[.],000100 ..... ..... ..... .0011 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,329,v2.03,,,Vector Compare Equal To Floating-Point,,,,,
551,vcmpequb[.],000100 ..... ..... ..... .0000 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,303,v2.03,,,Vector Compare Equal To Unsigned Byte,,,,,
552,vcmpequd[.],000100 ..... ..... ..... .0011 000111,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,304,v2.07,,,Vector Compare Equal To Unsigned Doubleword,,,,,
553,vcmpequh[.],000100 ..... ..... ..... .0001 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,303,v2.03,,,Vector Compare Equal To Unsigned Halfword,,,,,
554,vcmpequw[.],000100 ..... ..... ..... .0010 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,304,v2.03,,,Vector Compare Equal To Unsigned Word,,,,,
555,vcmpgefp[.],000100 ..... ..... ..... .0111 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,329,v2.03,,,Vector Compare Greater Than or Equal To Floating-Point,,,,,
556,vcmpgtfp[.],000100 ..... ..... ..... .1011 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,330,v2.03,,,Vector Compare Greater Than Floating-Point,,,,,
557,vcmpgtsb[.],000100 ..... ..... ..... .1100 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,305,v2.03,,,Vector Compare Greater Than Signed Byte,,,,,
558,vcmpgtsd[.],000100 ..... ..... ..... .1111 000111,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,305,v2.07,,,Vector Compare Greater Than Signed Doubleword,,,,,
559,vcmpgtsh[.],000100 ..... ..... ..... .1101 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,306,v2.03,,,Vector Compare Greater Than Signed Halfword,,,,,
560,vcmpgtsw[.],000100 ..... ..... ..... .1110 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,306,v2.03,,,Vector Compare Greater Than Signed Word,,,,,
561,vcmpgtub[.],000100 ..... ..... ..... .1000 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,307,v2.03,,,Vector Compare Greater Than Unsigned Byte,,,,,
562,vcmpgtud[.],000100 ..... ..... ..... .1011 000111,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,307,v2.07,,,Vector Compare Greater Than Unsigned Doubleword,,,,,
563,vcmpgtuh[.],000100 ..... ..... ..... .1001 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,308,v2.03,,,Vector Compare Greater Than Unsigned Halfword,,,,,
564,vcmpgtuw[.],000100 ..... ..... ..... .1010 000110,VC1,VC,,VR,VR,,,VR,CR,,,,,,I,308,v2.03,,,Vector Compare Greater Than Unsigned Word,,,,,
565,vcmpneb[.],000100 ..... ..... ..... .0000 000111,VC1,VC,,VR,VR,,MSR,VR,CR,,,,,,I,309,v3.0,,,Vector Compare Not Equal Byte,,,,,
566,vcmpneh[.],000100 ..... ..... ..... .0001 000111,VC1,VC,,VR,VR,,MSR,VR,CR,,,,,,I,310,v3.0,,,Vector Compare Not Equal Halfword,,,,,
567,vcmpnew[.],000100 ..... ..... ..... .0010 000111,VC1,VC,,VR,VR,,MSR,VR,CR,,,,,,I,311,v3.0,,,Vector Compare Not Equal Word,,,,,
568,vcmpnezb[.],000100 ..... ..... ..... .0100 000111,VC1,VC,,VR,VR,,MSR,VR,CR,,,,,,I,309,v3.0,,,Vector Compare Not Equal or Zero Byte,,,,,
569,vcmpnezh[.],000100 ..... ..... ..... .0101 000111,VC1,VC,,VR,VR,,MSR,VR,CR,,,,,,I,310,v3.0,,,Vector Compare Not Equal or Zero Halfword,,,,,
570,vcmpnezw[.],000100 ..... ..... ..... .0110 000111,VC1,VC,,VR,VR,,MSR,VR,CR,,,,,,I,311,v3.0,,,Vector Compare Not Equal or Zero Word,,,,,
571,vctsxs,000100 ..... ..... ..... 01111 001010,VX13,VX,,,VR,,,VR,VSCR,,,,,,I,324,v2.03,,,Vector Convert with round to zero FP To Signed Word format Saturate,,,,,
572,vctuxs,000100 ..... ..... ..... 01110 001010,VX13,VX,,,VR,,,VR,VSCR,,,,,,I,324,v2.03,,,Vector Convert with round to zero FP To Unsigned Word format Saturate,,,,,
573,vctzb,000100 ..... 11100 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,341,v3.0,,,Vector Count Trailing Zeros Byte,,,,,
574,vctzd,000100 ..... 11111 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,341,v3.0,,,Vector Count Trailing Zeros Doubleword,,,,,
575,vctzh,000100 ..... 11101 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,341,v3.0,,,Vector Count Trailing Zeros Halfword,,,,,
576,vctzlsbb,000100 ..... 00001 ..... 11000 000010,VX2,VX,,,VR,,MSR,GPR,,,,,,,I,342,v3.0,,,Vector Count Trailing Zero Least-Significant Bits Byte,,,,,
577,vctzw,000100 ..... 11110 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,341,v3.0,,,Vector Count Trailing Zeros Word,,,,,
578,veqv,000100 ..... ..... ..... 11010 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,312,v2.07,,,Vector Equivalence,,,,,
579,vexptefp,000100 ..... ///// ..... 00110 001010,VX4,VX,,,VR,,,VR,,,,,,,I,331,v2.03,,,Vector 2 Raised to the Exponent Estimate Floating-Point,,,,,
580,vextractd,000100 ..... /.... ..... 01011 001101,VX7,VX,,,VR,,MSR,VR,,,,,,,I,267,v3.0,,,Vector Extract Doubleword,,,,,
581,vextractub,000100 ..... /.... ..... 01000 001101,VX7,VX,,,VR,,MSR,VR,,,,,,,I,267,v3.0,,,Vector Extract Unsigned Byte,,,,,
582,vextractuh,000100 ..... /.... ..... 01001 001101,VX7,VX,,,VR,,MSR,VR,,,,,,,I,267,v3.0,,,Vector Extract Unsigned Halfword,,,,,
583,vextractuw,000100 ..... /.... ..... 01010 001101,VX7,VX,,,VR,,MSR,VR,,,,,,,I,267,v3.0,,,Vector Extract Unsigned Word,,,,,
584,vextsb2d,000100 ..... 11000 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,294,v3.0,,,Vector Extend Sign Byte to Doubleword,,,,,
585,vextsb2w,000100 ..... 10000 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,294,v3.0,,,Vector Extend Sign Byte to Word,,,,,
586,vextsh2d,000100 ..... 11001 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,294,v3.0,,,Vector Extend Sign Halfword to Doubleword,,,,,
587,vextsh2w,000100 ..... 10001 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,294,v3.0,,,Vector Extend Sign Halfword to Word,,,,,
588,vextsw2d,000100 ..... 11010 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,294,v3.0,,,Vector Extend Sign Word to Doubleword,,,,,
589,vextublx,000100 ..... ..... ..... 11000 001101,NONE,VX,,,VR,GPR,MSR,GPR,,,,,,,I,343,v3.0,,,Vector Extract Unsigned Byte Left-Indexed,,,,,
590,vextubrx,000100 ..... ..... ..... 11100 001101,NONE,VX,,,VR,GPR,MSR,GPR,,,,,,,I,343,v3.0,,,Vector Extract Unsigned Byte Right-Indexed,,,,,
591,vextuhlx,000100 ..... ..... ..... 11001 001101,NONE,VX,,,VR,GPR,MSR,GPR,,,,,,,I,343,v3.0,,,Vector Extract Unsigned Halfword Left-Indexed,,,,,
592,vextuhrx,000100 ..... ..... ..... 11101 001101,NONE,VX,,,VR,GPR,MSR,GPR,,,,,,,I,343,v3.0,,,Vector Extract Unsigned Halfword Right-Indexed,,,,,
593,vextuwlx,000100 ..... ..... ..... 11010 001101,NONE,VX,,,VR,GPR,MSR,GPR,,,,,,,I,344,v3.0,,,Vector Extract Unsigned Word Left-Indexed,,,,,
594,vextuwrx,000100 ..... ..... ..... 11110 001101,NONE,VX,,,VR,GPR,MSR,GPR,,,,,,,I,344,v3.0,,,Vector Extract Unsigned Word Right-Indexed,,,,,
595,vgbbd,000100 ..... ///// ..... 10100 001100,VX4,VX,,,VR,,,VR,,,,,,,I,339,v2.07,,,Vector Gather Bits by Byte by Doubleword,,,,,
596,vinsertb,000100 ..... /.... ..... 01100 001101,VX7,VX,,,VR,,MSR,VR,,,,,,,I,268,v3.0,,,Vector Insert Byte,,,,,
597,vinsertd,000100 ..... /.... ..... 01111 001101,VX7,VX,,,VR,,MSR,VR,,,,,,,I,268,v3.0,,,Vector Insert Doubleword,,,,,
598,vinserth,000100 ..... /.... ..... 01101 001101,VX7,VX,,,VR,,MSR,VR,,,,,,,I,268,v3.0,,,Vector Insert Halfword,,,,,
599,vinsertw,000100 ..... /.... ..... 01110 001101,VX7,VX,,,VR,,MSR,VR,,,,,,,I,268,v3.0,,,Vector Insert Word,,,,,
600,vlogefp,000100 ..... ..... ..... 00111 001010,VX4,VX,,,VR,,,VR,,,,,,,I,331,v2.03,,,Vector Log Base 2 Estimate Floating-Point,,,,,
601,vmaddfp,000100 ..... ..... ..... ..... 101110,VA3,VA,VR,VR,VR,,,VR,,,,,,,I,322,v2.03,,,Vector Multiply-Add Floating-Point,,,,,
602,vmaxfp,000100 ..... ..... ..... 10000 001010,VX17,VX,,VR,VR,,,VR,,,,,,,I,323,v2.03,,,Vector Maximum Floating-Point,,,,,
603,vmaxsb,000100 ..... ..... ..... 00100 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,299,v2.03,,,Vector Maximum Signed Byte,,,,,
604,vmaxsd,000100 ..... ..... ..... 00111 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,299,v2.07,,,Vector Maximum Signed Doubleword,,,,,
605,vmaxsh,000100 ..... ..... ..... 00101 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,300,v2.03,,,Vector Maximum Signed Halfword,,,,,
606,vmaxsw,000100 ..... ..... ..... 00110 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,300,v2.03,,,Vector Maximum Signed Word,,,,,
607,vmaxub,000100 ..... ..... ..... 00000 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,299,v2.03,,,Vector Maximum Unsigned Byte,,,,,
608,vmaxud,000100 ..... ..... ..... 00011 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,299,v2.07,,,Vector Maximum Unsigned Doubleword,,,,,
